experiment_id,architecture,training_condition,condition,snr_db,label,class_name,precision,recall,f1,support
resnet18_augmented_run01_20260824t050842z,resnet18,augmented,snr_0db,0.0,9,street_music,0.4327485380116959,0.74,0.5461254612546126,100
resnet18_baseline_run01_20260823t091022z,resnet18,baseline,clean,,0,air_conditioner,0.75,0.66,0.7021276595744681,100
resnet18_baseline_run01_20260823t091022z,resnet18,baseline,clean,,1,car_horn,0.9375,0.9090909090909092,0.9230769230769232,33
resnet18_baseline_run01_20260823t091022z,resnet18,baseline,clean,,2,children_playing,0.5180722891566265,0.86,0.6466165413533834,100
resnet18_baseline_run01_20260823t091022z,resnet18,baseline,clean,,3,dog_bark,0.8089887640449438,0.72,0.7619047619047619,100
resnet18_baseline_run01_20260823t091022z,resnet18,baseline,clean,,4,drilling,0.7745098039215687,0.79,0.7821782178217822,100
resnet18_baseline_run01_20260823t091022z,resnet18,baseline,clean,,5,engine_idling,0.7424242424242424,0.5268817204301075,0.6163522012578616,93
resnet18_baseline_run01_20260823t091022z,resnet18,baseline,clean,,6,gun_shot,0.967741935483871,0.9375,0.9523809523809524,32
resnet18_baseline_run01_20260823t091022z,resnet18,baseline,clean,,7,jackhammer,0.925531914893617,0.90625,0.9157894736842104,96
resnet18_baseline_run01_20260823t091022z,resnet18,baseline,clean,,8,siren,0.7872340425531915,0.4457831325301205,0.5692307692307692,83
resnet18_baseline_run01_20260823t091022z,resnet18,baseline,clean,,9,street_music,0.680327868852459,0.83,0.7477477477477478,100
resnet18_baseline_run01_20260823t091022z,resnet18,baseline,snr_20db,20.0,0,air_conditioner,0.7386363636363636,0.65,0.6914893617021277,100
resnet18_baseline_run01_20260823t091022z,resnet18,baseline,snr_20db,20.0,1,car_horn,1.0,0.6363636363636364,0.7777777777777778,33
resnet18_baseline_run01_20260823t091022z,resnet18,baseline,snr_20db,20.0,2,children_playing,0.4806629834254143,0.87,0.6192170818505338,100
resnet18_baseline_run01_20260823t091022z,resnet18,baseline,snr_20db,20.0,3,dog_bark,0.8313253012048193,0.69,0.7540983606557377,100
resnet18_baseline_run01_20260823t091022z,resnet18,baseline,snr_20db,20.0,4,drilling,0.8064516129032258,0.75,0.7772020725388601,100
resnet18_baseline_run01_20260823t091022z,resnet18,baseline,snr_20db,20.0,5,engine_idling,0.7258064516129032,0.4838709677419355,0.5806451612903226,93
resnet18_baseline_run01_20260823t091022z,resnet18,baseline,snr_20db,20.0,6,gun_shot,1.0,0.5625,0.72,32
resnet18_baseline_run01_20260823t091022z,resnet18,baseline,snr_20db,20.0,7,jackhammer,0.8924731182795699,0.8645833333333334,0.8783068783068783,96
resnet18_baseline_run01_20260823t091022z,resnet18,baseline,snr_20db,20.0,8,siren,0.8125,0.4698795180722891,0.5954198473282443,83
resnet18_baseline_run01_20260823t091022z,resnet18,baseline,snr_20db,20.0,9,street_music,0.5466666666666666,0.82,0.656,100
resnet18_baseline_run01_20260823t091022z,resnet18,baseline,snr_10db,10.0,0,air_conditioner,0.6493506493506493,0.5,0.5649717514124294,100
resnet18_baseline_run01_20260823t091022z,resnet18,baseline,snr_10db,10.0,1,car_horn,1.0,0.4848484848484848,0.6530612244897959,33
resnet18_baseline_run01_20260823t091022z,resnet18,baseline,snr_10db,10.0,2,children_playing,0.3863636363636363,0.85,0.53125,100
resnet18_baseline_run01_20260823t091022z,resnet18,baseline,snr_10db,10.0,3,dog_bark,0.782051282051282,0.61,0.6853932584269663,100
resnet18_baseline_run01_20260823t091022z,resnet18,baseline,snr_10db,10.0,4,drilling,0.8441558441558441,0.65,0.7344632768361582,100
resnet18_baseline_run01_20260823t091022z,resnet18,baseline,snr_10db,10.0,5,engine_idling,0.6818181818181818,0.1612903225806451,0.2608695652173913,93
resnet18_baseline_run01_20260823t091022z,resnet18,baseline,snr_10db,10.0,6,gun_shot,1.0,0.28125,0.4390243902439024,32
resnet18_baseline_run01_20260823t091022z,resnet18,baseline,snr_10db,10.0,7,jackhammer,0.8076923076923077,0.875,0.84,96
resnet18_baseline_run01_20260823t091022z,resnet18,baseline,snr_10db,10.0,8,siren,0.75,0.3975903614457831,0.5196850393700787,83
resnet18_baseline_run01_20260823t091022z,resnet18,baseline,snr_10db,10.0,9,street_music,0.4157894736842105,0.79,0.5448275862068965,100
resnet18_baseline_run01_20260823t091022z,resnet18,baseline,snr_0db,0.0,0,air_conditioner,0.4230769230769231,0.22,0.2894736842105263,100
resnet18_baseline_run01_20260823t091022z,resnet18,baseline,snr_0db,0.0,1,car_horn,0.9375,0.4545454545454545,0.6122448979591837,33
resnet18_baseline_run01_20260823t091022z,resnet18,baseline,snr_0db,0.0,2,children_playing,0.2977941176470588,0.81,0.4354838709677419,100
resnet18_baseline_run01_20260823t091022z,resnet18,baseline,snr_0db,0.0,3,dog_bark,0.6029411764705882,0.41,0.4880952380952381,100
resnet18_baseline_run01_20260823t091022z,resnet18,baseline,snr_0db,0.0,4,drilling,0.8541666666666666,0.41,0.5540540540540541,100
resnet18_baseline_run01_20260823t091022z,resnet18,baseline,snr_0db,0.0,5,engine_idling,0.5,0.075268817204301,0.1308411214953271,93
resnet18_baseline_run01_20260823t091022z,resnet18,baseline,snr_0db,0.0,6,gun_shot,1.0,0.15625,0.2702702702702703,32
resnet18_baseline_run01_20260823t091022z,resnet18,baseline,snr_0db,0.0,7,jackhammer,0.6126126126126126,0.7083333333333334,0.6570048309178744,96
resnet18_baseline_run01_20260823t091022z,resnet18,baseline,snr_0db,0.0,8,siren,1.0,0.2409638554216867,0.3883495145631068,83
resnet18_baseline_run01_20260823t091022z,resnet18,baseline,snr_0db,0.0,9,street_music,0.303030303030303,0.7,0.4229607250755287,100
